CUSTOMER_ID,AGE,ACCOUNT_AGE_DAYS,TOTAL_ORDERS,TOTAL_SPEND,AVG_ORDER_VALUE,DAYS_SINCE_LAST_ORDER,BROWSE_SESSIONS,PAGES_PER_SESSION,AVG_SESSION_DURATION_MIN,CART_ABANDONMENT_RATE,WISHLIST_ITEMS,COUPON_USAGE_COUNT,REVIEW_COUNT,AVG_REVIEW_RATING,RETURN_RATE,MOBILE_ORDER_PCT,LOYALTY_POINTS
EC08017,58,663,16,2088.04,130.5,221,24,10.87,18.28,0.262494,5,2,0,3.7,0.078768,0.398965,14889
EC08018,64,131,12,999.47,83.29,188,18,3.87,5.15,0.283443,3,3,3,4.6,0.145965,0.379501,3714
EC08019,37,293,16,3665.4,229.09,200,22,6.35,19.62,0.345868,7,0,1,5.0,0.363831,0.548818,10289
EC08020,71,1279,11,3395.62,308.69,29,18,5.36,8.29,0.357029,4,4,3,4.1,0.058535,0.653581,13044
EC08021,63,1405,12,722.55,60.21,335,24,2.47,7.42,0.452927,3,4,2,2.7,0.085465,0.309085,4275
EC08022,44,969,16,781.92,48.87,51,15,6.91,23.09,0.514426,7,4,1,4.7,0.267478,0.554375,7548
EC08023,24,1524,10,933.74,93.37,233,17,2.83,18.27,0.336932,2,1,4,4.5,0.349987,0.122867,3303
EC08024,27,1849,14,388.7,27.76,328,16,4.13,12.19,0.273811,2,3,1,3.2,0.064612,0.428907,9273
EC08025,31,837,7,2051.22,293.03,151,18,1.0,8.33,0.410007,7,3,4,,0.198782,0.365536,10310
EC08026,65,1855,10,1368.24,136.82,128,19,7.31,10.65,0.096656,6,1,1,3.6,0.204151,0.643313,1624
EC08027,65,1070,7,1650.63,235.8,93,22,5.87,14.63,0.530259,3,3,3,5.0,0.14129,0.65121,6017
EC08028,31,785,15,497.3,33.15,128,30,5.46,12.7,0.007816,7,5,2,4.2,0.21702,0.742766,4492
EC08029,67,1400,8,520.19,65.02,24,20,5.66,15.47,0.226988,6,5,2,4.5,0.350201,0.41951,11398
EC08030,31,396,10,1886.72,188.67,3,15,6.43,9.5,0.169606,6,4,2,4.1,0.209274,0.217196,10582
EC08031,53,489,9,2381.26,264.58,200,22,7.15,14.47,0.286085,4,2,1,4.6,0.410161,0.517502,7114
EC08032,49,1770,9,709.86,78.87,103,22,14.88,5.41,0.238711,2,2,2,3.6,0.294232,0.17629,12696
EC08033,66,167,13,748.03,57.54,155,18,5.54,11.51,0.074851,6,5,0,2.9,0.092037,0.503625,4967
EC08034,22,729,12,1278.54,106.54,358,23,6.98,14.13,0.2323,2,4,0,4.0,0.101261,0.201156,14682
EC08035,53,288,12,860.29,71.69,179,14,16.31,14.48,0.41912,4,5,1,4.3,0.164907,0.303788,5159
EC08036,64,248,14,904.85,64.63,97,14,7.45,13.18,0.139777,4,1,2,4.9,0.092749,0.614328,7614
EC08037,53,1189,12,660.03,55.0,326,22,3.91,15.5,0.525564,3,4,3,1.9,0.076735,0.181985,4009
EC08038,36,1804,12,1810.46,150.87,185,16,14.22,6.13,0.442201,6,2,2,4.0,0.215093,0.721007,4509
EC08039,20,1575,14,2012.32,143.74,148,17,3.29,9.09,0.113753,6,1,1,3.0,0.303365,0.327089,14442
EC08040,32,1310,10,1490.09,149.01,93,16,4.44,16.97,0.333585,9,2,2,3.3,0.208377,0.467408,3684
EC08041,18,1751,15,1395.49,93.03,302,21,1.24,15.72,0.487138,10,1,3,4.1,0.13759,0.440602,1005
EC08042,43,992,8,981.15,122.64,43,20,2.77,3.57,0.238851,7,4,1,2.5,0.121128,0.143206,7919
EC08043,27,1760,11,699.97,63.63,98,22,13.75,8.99,0.155121,0,3,2,2.2,0.19039,0.352744,8218
EC08044,70,994,11,3372.76,306.61,7,13,1.0,4.79,0.317401,4,3,3,4.1,0.216142,0.461775,5578
EC08045,52,1101,16,1568.82,98.05,14,12,8.35,22.77,0.865688,3,4,3,4.3,0.131346,0.161292,9948
EC08046,43,1488,10,955.56,95.56,83,25,4.09,11.48,0.212887,7,5,0,4.2,0.14079,0.243754,2759
EC08047,27,959,10,1142.29,114.23,270,26,6.97,10.22,0.240145,4,5,3,4.1,0.031916,0.129268,10390
EC08048,52,1146,12,1388.5,115.71,299,17,15.85,7.65,0.071057,1,3,2,4.2,0.320958,0.413034,13197
EC08049,56,1541,13,634.46,48.8,250,26,5.76,9.79,0.270297,4,3,3,3.7,0.49981,0.683257,14307
EC08050,43,1585,11,2021.13,183.74,184,17,4.24,11.23,0.363676,3,2,0,3.7,0.097065,0.538987,6261
EC08051,28,1356,18,492.97,27.39,237,21,10.73,11.13,0.463713,6,4,4,4.5,0.205805,0.286872,6569
EC08052,54,1027,15,5665.35,377.69,98,30,3.2,11.05,0.093149,8,4,0,4.7,0.200805,0.200544,1180
EC08053,43,189,17,1263.5,74.32,105,17,6.74,4.77,0.148985,4,4,1,5.0,0.119588,0.587238,13140
EC08054,29,1065,8,858.96,107.37,244,15,10.5,16.99,0.391189,2,6,1,4.2,0.137834,0.791439,652
EC08055,40,992,10,1093.32,109.33,63,14,6.51,24.79,0.322838,5,5,3,3.7,0.533443,0.676871,13783
EC08056,47,329,17,1456.8,85.69,269,21,6.97,4.94,0.149088,4,1,1,3.8,0.224318,0.437454,1346
EC08057,44,915,8,1204.39,150.55,0,14,4.38,9.95,0.102848,8,4,1,5.0,0.2149,0.423029,6090
EC08058,54,1288,12,1552.94,129.41,285,16,6.97,4.62,0.462225,8,5,2,3.2,0.092131,0.453022,8109
EC08059,20,1510,15,2669.55,177.97,159,16,6.09,14.57,0.469784,6,1,1,4.7,0.260798,0.378535,14089
EC08060,51,875,11,1563.96,142.18,207,27,8.07,13.29,0.422926,9,2,3,4.4,0.043749,0.465459,2165
EC08061,45,58,13,601.44,46.26,187,26,6.39,14.25,0.275836,5,2,0,4.8,0.286496,0.718526,7289
EC08062,38,864,9,878.0,97.56,297,13,6.18,16.89,0.182633,5,5,0,2.4,0.042895,0.443673,14036
EC08063,19,671,12,817.07,68.09,106,22,7.18,14.4,0.18169,4,5,4,3.1,0.473072,0.718413,6610
EC08064,52,90,14,587.67,41.98,315,24,6.49,9.9,0.393872,1,1,1,5.0,0.002628,0.817342,872
EC08065,37,1805,9,178.73,19.86,254,21,3.2,12.75,0.09401,4,4,0,4.7,0.159167,0.489384,4209
EC08066,67,350,20,1142.39,57.12,24,26,10.38,7.63,0.187823,4,3,1,4.3,0.156071,0.67962,10030
EC08067,26,943,9,567.73,63.08,207,14,11.14,22.04,0.309947,6,5,0,3.4,0.160019,0.454621,12609
EC08068,29,1359,18,1217.4,67.63,290,11,7.07,14.44,0.098421,2,7,2,4.2,0.105506,0.732626,5397
EC08069,34,363,10,956.56,95.66,14,16,4.28,10.35,0.134813,8,6,1,3.6,0.295898,0.283661,8219
EC08070,53,1143,7,2346.38,335.2,337,22,2.37,17.14,0.098739,5,2,0,1.9,0.023196,0.433244,5981
EC08071,70,108,11,1291.01,117.36,174,25,11.66,6.79,0.602137,5,2,2,3.7,0.357127,0.689762,7573
EC08072,39,475,15,1363.41,90.89,129,24,4.63,21.24,0.370551,4,4,2,3.3,0.083154,0.74894,10683
EC08073,29,416,10,857.58,85.76,61,20,8.39,12.48,0.356562,4,2,2,3.2,0.287943,0.47997,12245
EC08074,18,1942,10,2129.34,212.93,102,17,3.28,16.51,0.231372,4,3,1,3.8,0.043933,0.226049,5640
EC08075,31,389,14,2107.62,150.54,270,23,3.14,19.57,0.265846,4,4,2,3.2,0.106891,0.50381,11072
EC08076,23,141,9,1472.03,163.56,215,25,7.19,6.43,0.291052,2,1,2,3.3,0.248241,0.634645,6113
EC08077,67,1266,11,906.12,82.37,264,23,1.0,3.49,0.329572,6,1,1,3.7,0.032142,0.266699,3061
EC08078,36,1353,10,378.93,37.89,131,23,3.65,9.91,0.116988,5,4,1,3.4,0.087656,0.705772,9372
EC08079,60,1693,14,257.55,18.4,190,22,4.89,15.3,0.117141,6,2,3,4.2,0.239005,0.323237,3773
EC08080,29,468,11,2079.86,189.08,266,20,9.08,15.49,0.015353,5,2,1,3.4,0.307985,0.760091,13948
EC08081,49,1302,14,1100.49,78.61,293,18,8.27,9.63,0.693701,6,4,3,4.3,0.284484,0.889004,11107
EC08082,61,728,12,1699.49,141.62,332,15,4.5,7.48,0.113699,3,1,2,2.9,0.365814,0.340783,1510
EC08083,24,1448,12,705.49,58.79,159,28,6.13,19.86,0.161137,3,3,4,4.8,0.129778,0.418296,7864
EC08084,56,1940,19,1455.34,76.6,213,20,5.49,12.98,0.403851,4,6,4,3.7,0.281804,0.302703,5307
EC08085,39,999,9,2117.8,235.31,9,13,2.1,14.55,0.647916,8,2,1,3.4,0.168777,0.475768,5548
EC08086,26,873,15,2587.5,172.5,194,16,19.15,8.58,0.33385,8,3,1,4.8,0.034478,0.299273,937
EC08087,38,494,12,983.57,81.96,206,24,11.11,6.37,0.396879,4,5,1,4.3,0.094243,0.441013,4970
EC08088,70,437,10,821.54,82.15,265,24,8.45,8.01,0.362104,4,5,8,4.1,0.120938,0.716814,13449
EC08089,46,238,14,1272.39,90.88,244,14,4.39,5.27,0.183511,8,4,2,2.3,0.23865,0.288086,2167
EC08090,22,222,13,941.16,72.4,208,21,6.45,8.59,0.28896,1,4,2,4.8,0.1314,0.52903,14413
EC08091,66,439,9,1061.25,117.92,314,15,8.14,7.2,0.673692,5,1,2,3.1,0.106105,0.284328,14572
EC08092,50,1105,10,2683.7,268.37,21,21,14.45,14.81,0.313312,4,2,3,3.9,0.53047,0.505919,200
EC08093,54,845,10,991.54,99.15,31,20,13.21,9.69,0.07632,4,6,2,4.4,0.234612,0.676749,2151
EC08094,31,1973,15,1029.24,68.62,56,30,3.29,21.36,0.218337,5,3,0,4.9,0.097609,0.229017,13158
EC08095,39,1642,12,3422.72,285.23,178,22,10.3,17.37,0.509878,4,6,2,3.7,0.170335,0.348142,3377
EC08096,48,1085,9,952.69,105.85,85,23,5.94,4.36,0.396142,5,3,6,4.0,0.176207,0.462035,14912
EC08097,43,825,12,1681.88,140.16,201,20,12.35,15.25,0.203651,8,0,3,3.8,0.051808,0.232537,13456
EC08098,38,1165,7,433.96,61.99,185,24,7.06,19.44,0.343953,1,2,1,4.1,0.137197,0.711893,10335
EC08099,45,1335,15,1728.01,115.2,170,27,6.02,20.99,0.102058,5,2,3,3.2,0.384552,0.605798,8546
EC08100,29,1510,5,529.09,105.82,299,18,4.53,16.5,0.213245,0,3,2,3.4,0.026522,0.083081,2070
EC08101,53,263,12,2622.45,218.54,204,13,8.15,10.23,0.27179,6,3,3,3.8,0.011863,0.552674,14693
EC08102,70,149,11,1687.37,153.4,118,15,9.05,7.11,0.044359,3,4,1,4.7,0.145579,0.368695,2552
EC08103,53,1543,13,1005.99,77.38,164,14,8.9,18.78,0.100922,3,1,2,3.0,0.046096,0.862874,6283
EC08104,44,1748,11,1481.8,134.71,80,28,7.1,6.48,0.347899,7,5,1,4.0,0.125165,0.382032,5931
EC08105,26,295,8,1095.73,136.97,28,22,3.4,9.31,0.377993,7,3,0,3.2,0.512058,0.876986,713
EC08106,33,1834,10,921.09,92.11,108,17,6.43,8.04,0.233629,6,1,3,2.9,0.243787,0.415594,8404
EC08107,43,1633,14,1615.74,115.41,106,17,8.64,20.96,0.257124,7,1,1,3.4,0.015337,0.487833,8408
EC08108,32,1097,17,1769.96,104.12,69,19,3.5,10.5,0.349025,9,3,0,4.6,0.065807,0.232572,13673
EC08109,28,629,6,674.94,112.49,256,18,13.1,11.27,0.109599,3,2,0,4.2,0.296988,0.601562,5138
EC08110,41,1018,15,759.83,50.66,348,21,8.85,13.18,0.095146,6,1,2,2.7,0.181988,0.183442,10896
EC08111,22,135,13,1023.86,78.76,297,20,8.08,10.19,0.016633,4,4,3,4.0,0.019908,0.215007,14077
EC08112,23,638,5,398.69,79.74,307,17,7.04,20.86,0.494754,8,3,4,4.1,0.252661,0.391424,12613
EC08113,63,1374,11,544.76,49.52,352,28,6.99,24.02,0.069935,3,4,2,5.0,0.204952,0.64267,11575
EC08114,34,1019,15,1870.3,124.69,116,18,15.42,11.69,0.487523,2,3,0,3.6,0.071569,0.332327,3932
EC08115,48,179,5,570.18,114.04,326,21,2.3,8.12,0.18434,2,3,4,2.4,0.066851,0.534217,5835
EC08116,69,797,12,715.48,59.62,49,26,3.58,6.77,0.24298,5,3,4,3.5,0.241976,0.894212,6088
EC08117,49,633,16,3284.0,205.25,116,23,4.73,5.65,0.131194,3,2,4,3.2,0.078627,0.688972,11460
EC08118,27,1495,14,979.99,70.0,172,22,6.23,7.73,0.071361,4,5,1,3.7,0.243116,0.489818,10318
EC08119,52,290,11,804.69,73.15,103,24,15.96,5.85,0.512672,5,4,1,,0.019219,0.611737,9098
EC08120,53,906,10,929.25,92.92,275,17,1.84,6.39,0.424088,5,0,0,4.6,0.161007,0.408493,14015
EC08121,40,559,7,719.07,102.72,29,27,7.11,11.13,0.401916,4,1,3,3.0,0.338105,0.51874,11649
EC08122,64,1321,11,716.01,65.09,7,19,1.35,22.27,0.36624,3,1,3,3.0,0.066554,0.412998,4171
EC08123,53,1192,10,667.99,66.8,33,23,2.89,4.45,0.091151,2,3,1,3.8,0.017602,0.692848,13738
EC08124,21,1341,8,2962.52,370.32,152,19,4.41,17.87,0.132548,9,3,3,3.2,0.124139,0.72155,14851
EC08125,57,819,14,2056.06,146.86,312,27,2.44,17.92,0.038322,6,2,2,4.3,0.229928,0.497814,10462
EC08126,48,1851,9,1065.59,118.4,77,21,1.99,6.7,0.4899,0,4,1,3.7,0.024977,0.888984,1912
EC08127,40,390,17,1793.45,105.5,129,18,5.46,14.95,0.069512,4,6,1,4.9,0.154886,0.204389,10278
EC08128,69,1350,17,1312.78,77.22,79,15,7.16,18.39,0.266927,4,1,2,3.3,0.375772,0.175959,5559
EC08129,70,1700,16,6675.54,417.22,23,20,2.82,13.77,0.238981,4,4,4,4.5,0.201272,0.418644,101
EC08130,56,1554,13,938.05,,112,25,2.37,7.01,0.237971,4,4,1,4.3,0.306169,0.506571,6025
EC08131,65,1736,9,482.3,53.59,17,21,1.75,16.25,0.494879,4,3,1,3.6,0.3573,0.435608,11333
EC08132,27,1334,8,677.12,84.64,342,13,5.32,,0.520599,9,5,0,2.8,0.058342,0.330143,4431
EC08133,20,677,12,290.72,24.23,279,21,2.67,20.32,0.525896,4,4,2,3.8,0.292231,0.614993,14091
EC08134,33,492,12,2032.85,169.4,122,17,2.8,20.28,0.332039,7,2,1,4.6,0.328868,0.381673,9776
EC08135,26,253,12,1907.19,158.93,51,15,6.19,11.09,0.62211,10,4,0,3.7,0.148267,0.405354,11554
EC08136,60,899,8,582.45,72.81,256,22,7.86,16.59,0.435256,5,2,3,4.6,0.076086,0.474319,2303
EC08137,32,240,10,1603.0,160.3,361,18,5.82,3.41,0.255851,2,1,2,3.8,0.122914,0.410131,3972
EC08138,55,1832,6,2368.34,394.72,122,20,12.72,8.98,0.29225,8,1,2,4.4,0.239346,0.300104,9679
EC08139,19,51,12,534.13,44.51,348,19,6.22,7.19,0.382473,0,1,2,2.5,0.125791,0.595389,2449
EC08140,61,1164,10,978.79,97.88,56,23,3.03,9.7,0.440254,5,5,1,3.5,0.130192,0.593727,14003
EC08141,62,181,10,382.37,38.24,69,15,5.59,5.78,0.187701,4,3,2,3.1,0.581282,0.242312,11998
EC08142,35,970,11,300.7,27.34,209,27,4.45,10.09,0.288108,4,1,4,3.3,0.200378,0.666074,10777
EC08143,60,962,10,264.01,26.4,256,18,2.8,9.78,0.35882,3,1,3,5.0,0.018249,0.52634,3843
EC08144,68,1173,15,1941.18,129.41,302,12,6.07,18.4,0.124265,3,5,4,3.1,0.235672,0.767572,7231
EC08145,39,1361,14,1758.47,125.6,253,23,7.09,15.03,0.170936,1,6,2,4.3,0.173125,0.354172,13269
EC08146,39,1709,16,1129.62,70.6,317,21,3.41,27.62,0.133669,4,3,1,3.3,0.146586,0.387398,7223
EC08147,67,252,9,1093.58,121.51,218,15,8.1,6.22,0.334034,4,4,6,5.0,0.227399,0.440248,2773
EC08148,46,716,11,1596.93,145.18,39,31,12.14,36.61,0.335984,2,4,1,3.2,0.156772,0.611595,2565
EC08149,24,1694,11,629.71,57.25,260,24,4.88,21.7,0.322795,8,4,0,3.6,0.031488,0.541926,837
EC08150,65,1032,17,1031.67,60.69,222,21,1.0,24.8,0.452645,4,3,0,3.6,0.210349,0.840934,7075
EC08151,38,1738,13,999.15,76.86,211,17,4.05,7.49,0.200115,4,3,2,4.2,0.018115,0.472828,8935
EC08152,62,1871,8,589.75,73.72,330,15,7.26,17.93,0.249545,2,6,4,4.5,0.188771,0.922164,3331
EC08153,18,538,16,3505.33,219.08,343,21,2.4,18.41,0.03161,4,2,5,3.5,0.069343,0.916882,6527
EC08154,38,807,11,2032.93,184.81,267,14,2.77,8.68,0.468611,2,3,3,,0.013375,0.676008,10099
EC08155,71,370,11,1352.47,122.95,62,19,3.13,9.04,0.660357,5,4,1,3.0,0.02484,0.701876,6953
EC08156,54,887,15,918.35,61.22,153,16,2.39,4.16,0.372899,6,3,2,3.5,0.104096,0.489327,3368
EC08157,37,1605,8,1138.82,142.35,326,18,10.05,10.57,0.583823,2,4,4,3.7,0.01668,0.565361,12634
EC08158,40,1978,11,1190.5,108.23,6,16,7.95,10.0,0.23217,5,4,5,2.7,0.029302,0.713765,13993
EC08159,39,515,11,1586.71,144.25,236,11,4.69,,0.367729,6,3,1,4.1,0.031401,0.470766,5092
EC08160,18,1039,8,1854.45,231.81,341,12,10.22,18.92,0.214941,9,4,1,3.4,0.051077,0.62967,5037
EC08161,22,1479,16,870.44,54.4,73,17,4.44,12.93,0.083723,2,5,3,4.5,0.084119,0.523994,9349
EC08162,47,1607,12,1615.57,134.63,231,18,7.52,16.06,0.334942,3,2,4,4.1,0.116618,0.482347,9061
EC08163,34,364,12,1569.22,130.77,297,19,4.88,15.23,0.404842,2,3,4,3.3,0.197731,0.573852,6215
EC08164,68,1119,10,1070.39,107.04,351,13,3.08,16.61,0.027009,2,5,0,3.7,0.418269,0.470003,9332
EC08165,63,1473,12,2673.89,222.82,79,17,4.7,3.07,0.635143,4,0,1,4.1,0.163272,0.441956,9760
EC08166,25,635,10,1690.65,169.06,12,30,1.93,8.11,0.344892,2,6,5,3.0,0.215725,0.390919,1673
EC08167,27,1133,10,803.41,80.34,296,18,10.55,5.78,0.215972,4,2,1,4.9,0.311174,0.277377,11651
EC08168,59,1079,9,599.81,66.65,334,23,7.21,26.61,0.072611,10,2,0,2.5,0.119758,0.523003,7546
EC08169,62,1884,10,1251.51,125.15,341,20,12.22,22.32,0.219743,4,3,3,2.8,0.056131,0.436811,10307
EC08170,35,1841,17,3129.0,184.06,28,14,3.58,23.52,0.329387,6,6,2,4.6,0.242957,0.866005,5569
EC08171,68,1150,8,999.27,124.91,66,20,4.95,18.42,0.167157,6,3,2,3.9,0.319088,0.586817,13187
EC08172,50,1211,5,1825.27,365.05,92,17,1.21,10.07,0.104552,4,5,2,3.9,0.17667,0.558925,10422
EC08173,38,323,10,577.26,57.73,281,21,4.26,13.59,0.194078,5,2,0,3.1,0.083401,0.39964,12048
EC08174,22,1803,10,1587.25,158.72,172,21,7.56,5.12,0.35566,7,4,1,3.6,0.14739,0.705827,6413
EC08175,20,1961,8,600.74,75.09,12,23,6.17,5.62,0.340809,1,1,0,,0.507008,0.522216,950
EC08176,18,708,12,4406.76,367.23,199,14,5.09,11.89,0.160963,5,1,3,4.0,0.061227,0.402341,7338
EC08177,37,147,13,563.7,43.36,50,19,10.38,8.91,0.126033,8,1,2,3.6,0.255262,0.413709,6045
EC08178,69,168,16,1530.08,95.63,255,17,7.98,21.71,0.50741,3,2,3,3.5,0.123833,0.305871,10333
EC08179,55,298,6,386.39,64.4,14,15,9.15,10.7,0.374124,4,6,1,2.7,0.213206,0.644835,1382
EC08180,49,983,17,2096.19,123.31,283,19,1.65,0.82,0.217387,8,2,2,2.8,0.372038,0.492881,12328
EC08181,45,714,16,2168.24,135.51,363,22,3.15,6.46,0.113256,4,3,3,2.7,0.055871,0.43567,4724
EC08182,59,1639,17,845.04,49.71,139,15,3.83,8.29,0.09669,6,6,1,2.5,0.09817,0.500682,14540
EC08183,30,142,12,215.58,17.96,136,22,3.82,12.37,0.265973,4,5,3,4.3,0.499106,0.595952,12248
EC08184,54,100,9,867.14,96.35,253,18,9.44,13.68,0.259721,10,2,2,4.0,0.217557,0.344318,12834
EC08185,46,851,16,1567.27,97.95,150,16,5.41,20.03,0.297039,3,3,1,3.3,0.354148,0.311638,3392
EC08186,64,1389,13,1651.52,127.04,362,22,2.92,6.79,0.306338,2,4,5,4.7,0.221832,0.271,8398
EC08187,46,1875,13,1364.97,105.0,43,10,1.44,6.48,0.082995,4,3,2,3.9,0.243327,0.340284,5742
EC08188,33,301,9,3727.01,414.11,301,25,7.19,7.01,0.192199,7,2,4,3.0,0.435208,0.723125,3213
EC08189,64,1565,16,1301.83,81.36,328,27,4.8,14.31,0.360104,3,4,1,3.0,0.249203,0.788029,11602
EC08190,63,1675,10,1223.24,122.32,286,22,4.22,17.68,0.35599,4,1,5,4.5,0.054166,0.412141,2369
EC08191,20,609,15,1835.24,122.35,280,25,2.3,6.6,0.204582,3,3,1,2.1,0.199766,0.777156,8449
EC08192,58,634,10,844.61,84.46,253,18,17.06,8.63,0.372248,3,2,1,3.2,0.190868,0.442097,9662
EC08193,54,200,7,887.87,126.84,18,22,4.47,8.06,0.316049,6,7,2,4.8,0.180942,0.525176,9239
EC08194,50,752,10,633.45,63.35,296,18,5.93,12.95,0.589677,6,3,1,4.4,0.509188,0.128376,4541
EC08195,56,667,13,237.69,18.28,328,15,6.38,16.96,0.164398,6,1,4,4.1,0.069069,0.890854,10182
EC08196,34,719,14,1129.25,80.66,364,24,3.66,11.27,0.226896,10,3,4,3.1,0.028463,0.309233,6842
EC08197,18,1089,8,606.63,75.83,279,25,9.65,14.78,0.082435,7,5,2,4.1,0.178968,0.480818,6689
EC08198,25,1627,18,3438.97,191.05,197,16,7.99,22.43,0.276342,8,5,2,5.0,0.070616,0.557868,9857
EC08199,26,1097,9,731.4,81.27,324,14,11.79,14.55,0.197766,4,4,2,4.7,0.352167,0.643439,2074
EC08200,55,937,11,823.34,74.85,255,28,2.4,10.19,0.314054,6,3,2,4.3,0.016631,0.324785,11011
EC08201,45,394,18,1096.39,60.91,215,16,1.74,5.9,0.167504,6,3,1,3.4,0.125912,0.403471,5208
EC08202,34,1813,15,1161.36,77.42,186,22,7.43,12.55,0.681232,3,5,6,3.6,0.098907,0.928996,9055
EC08203,53,639,13,1737.26,133.64,36,18,10.5,21.88,0.207125,3,3,1,4.4,0.081134,0.790595,11422
EC08204,51,1556,7,285.95,40.85,23,21,17.64,13.68,0.042269,3,4,1,5.0,0.137309,0.372437,10388
EC08205,29,406,12,774.57,64.55,32,20,4.43,11.43,0.749988,5,2,1,4.6,0.128948,0.72604,13546
EC08206,48,1733,11,500.22,45.47,207,17,8.24,10.41,0.377914,4,2,1,3.4,0.034324,0.509449,14801
EC08207,25,1226,11,3088.24,280.75,235,11,4.46,7.69,0.323608,7,7,1,4.7,0.141881,0.079322,14591
EC08208,46,1452,11,1982.21,180.2,122,17,6.4,11.71,0.155225,7,4,3,4.1,0.165937,0.606786,10053
EC08209,41,83,9,270.0,30.0,323,24,5.94,8.0,0.176837,4,2,2,4.6,0.317554,0.470097,13015
EC08210,66,1459,10,936.37,93.64,282,18,5.75,7.07,0.517538,2,3,0,4.0,0.162873,0.525473,5461
EC08211,56,1452,10,365.86,36.59,38,14,9.3,9.73,0.509782,4,5,2,3.4,0.17907,0.671008,11674
EC08212,20,1594,14,836.23,,186,22,1.0,10.55,0.369762,6,1,4,5.0,0.015224,0.476588,13915
EC08213,55,551,7,680.17,97.17,8,21,9.12,14.1,0.281207,6,3,4,3.0,0.075186,0.298733,10552
EC08214,30,837,4,175.64,43.91,346,27,5.56,2.5,0.143227,5,4,3,4.3,0.031944,0.791723,9665
EC08215,57,571,18,928.4,51.58,95,22,2.01,9.55,0.196809,8,3,3,4.9,0.170115,0.404725,14338
EC08216,19,1520,20,1846.16,92.31,124,20,8.14,8.11,0.398255,7,1,1,2.4,0.308851,0.198036,4438
EC08217,29,146,14,2110.84,150.77,197,20,7.54,16.9,0.204519,4,2,1,5.0,0.053313,0.847803,3083
EC08218,63,1550,13,1386.16,106.63,52,23,9.96,5.42,0.616619,3,1,2,3.3,0.111518,0.519545,4544
EC08219,70,1017,18,869.11,48.28,138,33,2.55,7.62,0.409467,6,2,3,3.6,0.034546,0.322317,14830
EC08220,18,300,8,516.7,64.59,8,29,10.65,17.23,0.228642,4,3,3,2.9,0.365862,0.473889,1925
EC08221,67,1667,9,1075.21,119.47,105,25,3.85,17.93,0.115154,7,4,3,3.7,0.425907,0.649862,7022
EC08222,27,1295,17,1233.71,72.57,13,20,3.94,18.25,0.324353,5,1,0,2.4,0.050503,0.189096,8577
EC08223,36,1338,8,3017.22,377.15,222,20,2.73,8.67,0.116471,4,3,0,3.7,0.057027,0.445897,5859
EC08224,46,1020,13,1157.94,89.07,151,22,2.32,4.86,0.090209,8,3,3,3.8,0.062569,0.461355,3876
EC08225,59,1036,16,1332.26,83.27,73,21,11.01,17.04,0.211717,7,2,1,,0.320237,0.297363,5904
EC08226,18,1356,17,884.34,52.02,210,15,6.65,12.32,0.115612,5,4,3,3.3,0.030219,0.266226,14639
EC08227,28,78,20,1231.87,61.59,192,16,2.05,11.81,0.130127,8,2,2,3.9,0.142146,0.541616,12957
EC08228,69,783,13,201.2,15.48,194,26,4.95,4.88,0.04584,7,4,4,3.3,0.083822,0.410393,14161
EC08229,59,1481,11,656.67,59.7,25,21,10.66,10.06,0.417001,7,5,3,3.5,0.420396,0.605883,5732
EC08230,32,830,12,3376.46,281.37,141,11,8.34,12.98,0.409059,8,0,2,2.7,0.043024,0.721323,4335
EC08231,69,683,17,1142.59,67.21,279,20,7.2,3.97,0.461571,4,3,1,3.8,0.095947,0.60504,11877
EC08232,28,1182,21,578.35,27.54,172,27,1.64,,0.113116,5,1,1,5.0,0.212688,0.56436,4461
EC08233,39,1807,9,1640.92,182.32,149,20,4.95,3.09,0.229895,8,1,1,5.0,0.140495,0.36948,14972
EC08234,69,1668,15,1424.31,94.95,131,13,8.24,5.51,0.337814,10,3,0,3.6,0.035307,0.60281,5059
EC08235,63,1984,10,1239.74,123.97,270,20,15.01,2.98,0.150949,2,4,1,4.5,0.011158,0.386496,12408
EC08236,48,906,14,929.26,66.38,133,15,4.43,14.56,0.110263,5,2,3,4.1,0.226909,0.818396,14112
EC08237,23,299,17,3988.57,234.62,237,19,7.87,8.21,0.103275,6,4,2,5.0,0.034507,0.201433,14476
EC08238,51,765,14,1064.44,76.03,149,21,4.18,15.6,0.223287,5,1,3,3.2,0.1945,0.44211,13837
EC08239,25,786,21,1568.22,74.68,284,22,2.44,6.02,0.238547,8,3,2,4.6,0.169333,0.829204,3700
EC08240,67,1041,14,619.28,44.23,132,21,5.56,14.32,0.108379,2,1,5,5.0,0.046777,0.806549,1699
EC08241,19,1034,9,1223.44,135.94,338,19,5.47,7.14,0.044954,10,4,3,5.0,0.01531,0.715796,10444
EC08242,59,245,11,512.46,46.59,268,15,13.08,13.01,0.664483,4,1,1,2.3,0.426683,0.270692,1219
EC08243,45,1141,9,1068.31,118.7,149,18,2.6,4.75,0.211339,2,5,4,,0.153476,0.391594,3930
EC08244,34,1398,12,1159.19,96.6,207,20,4.68,11.75,0.181531,5,3,4,3.4,0.258564,0.134099,1003
EC08245,61,1489,20,2218.69,110.93,100,18,6.88,8.14,0.3094,2,5,2,3.6,0.040173,0.477493,12600
